,stressScores,stepCount,recoveryLabel,nn_interval,hf_lf,hfnu,lfnu,hf,lf,processedHr,RMSSD,SDNN,win_RR,commonTime,sleepTime,sleepQuality,activityLevel,stress_levels_1,stress_levels_2,new_stress_score
1,3,2,0,547.9528318696622,0.8023346981221231,0.445164096856198,0.554835903143801,478.2960784573286,596.1303675097033,110.35340136636223,5.709699497667481,47.52602518554312,547.9528318696622,2021-01-15T03:54:17Z,2021-01-15T03:53:47Z,0,1,2.0,1.0,0.5277777777777778
6,3,9,0,526.5379629706977,0.219500331464722,0.179992022799275,0.820007977200724,122.48358316457288,558.0109257568853,114.42739989423852,4.666657731862538,34.55062393631116,526.5379629706977,2021-01-15T03:59:17Z,2021-01-15T03:56:17Z,0,1,3.0,3.0,1.0
7,3,0,0,519.5758493329299,0.411362437500546,0.291464776566569,0.70853522343343,140.85981331879395,342.4226435808373,115.98704167029224,4.887100531267934,35.63308132987751,519.5758493329299,2021-01-15T04:00:17Z,2021-01-15T03:56:47Z,0,3,3.0,3.0,1.0
13,3,1,0,551.0457209412364,0.6604525873015611,0.397754559420981,0.6022454405790181,816.2986325697648,1235.9685589316114,110.57729350873532,8.262705856821404,69.43154464659838,551.0457209412364,2021-01-15T04:06:17Z,2021-01-15T03:59:47Z,0,1,2.0,2.0,0.6666666666666666
14,2,1,0,567.3716664680978,1.220188064674123,0.549587705694301,0.450412294305698,828.7406088013564,679.1908827781303,106.9880928307309,7.453026294056778,61.3113051709414,567.3716664680978,2021-01-15T04:07:17Z,2021-01-15T04:00:17Z,0,1,2.0,0.0,0.3888888888888889
15,2,0,0,587.9196755062455,1.58676489397472,0.6134167421518391,0.38658325784816,558.3658963590011,351.8894944545557,102.90082542581948,7.937695954111841,53.65889522704908,587.9196755062455,2021-01-15T04:08:17Z,2021-01-15T04:00:47Z,0,3,2.0,0.0,0.3888888888888889
16,0,0,0,603.5652177339364,2.89138389159829,0.743022012770558,0.256977987229441,658.700775358796,227.8150532943177,99.88013374264402,7.761282886981244,41.7309033075128,603.5652177339364,2021-01-15T04:09:17Z,2021-01-15T04:01:17Z,0,3,2.0,0.0,0.3888888888888889
17,0,0,0,607.0406436080164,5.8908853228443245,0.8548807659467421,0.145119234053257,792.6551339764474,134.55619835317486,99.17201226147289,6.996739223587764,35.31375379371014,607.0406436080164,2021-01-15T04:10:17Z,2021-01-15T04:01:47Z,0,3,2.0,0.0,0.3888888888888889
18,0,0,0,608.1225500702651,2.6847333978165238,0.7286099448626121,0.271390055137387,473.8294242266267,176.49030798066917,98.94224016822076,6.867498254179212,32.36553579908077,608.1225500702651,2021-01-15T04:11:17Z,2021-01-15T04:02:17Z,0,3,2.0,0.0,0.3888888888888889
19,2,0,0,609.7486036835639,1.167020544847463,0.538536908485844,0.461463091514155,279.8415714560049,239.791469560274,98.69020894138195,6.954556722234418,33.220060624082535,609.7486036835639,2021-01-15T04:12:17Z,2021-01-15T04:02:47Z,0,3,2.0,0.0,0.3888888888888889
20,1,0,0,610.1255795508036,1.820910515689361,0.645504529676431,0.354495470323568,442.1382152866851,242.811610717345,98.60223939359018,6.306004925716627,31.658349190039225,610.1255795508036,2021-01-15T04:13:17Z,2021-01-15T04:03:17Z,0,3,2.0,0.0,0.3888888888888889
21,0,0,0,613.2250998897157,2.593196123837564,0.7216962376849071,0.278303762315092,607.0043692627355,234.07576607219923,98.09861607898584,6.452385175114474,31.417385333034176,613.2250998897157,2021-01-15T04:14:17Z,2021-01-15T04:03:47Z,0,3,2.0,0.0,0.3888888888888889
22,0,0,0,622.1219511374678,2.8163076056010032,0.7379666150253841,0.262033384974615,527.2305494309572,187.2063081399255,96.73110516776204,6.86991809474811,33.942895776766136,622.1219511374678,2021-01-15T04:15:17Z,2021-01-15T04:04:17Z,0,3,2.0,0.0,0.3888888888888889
23,0,0,0,622.2563801873524,2.943194681565915,0.746398521819145,0.253601478180854,422.87379946326166,143.67850081812233,96.75884550176056,7.144965818347522,36.6069947749232,622.2563801873524,2021-01-15T04:16:17Z,2021-01-15T04:04:47Z,0,3,2.0,0.0,0.3888888888888889
24,1,0,0,633.9615194600143,1.613968192966397,0.617439874482491,0.382560125517508,507.5867041530919,314.4961012026956,94.98634547996372,7.769596685795299,38.22551066395058,633.9615194600143,2021-01-15T04:17:17Z,2021-01-15T04:05:17Z,0,3,2.0,0.0,0.3888888888888889
25,2,0,0,636.2508218100686,1.086579362622838,0.520746721685679,0.47925327831432,572.3929448639752,526.7842962545371,94.6461797574434,8.028531418086668,38.39506685929389,636.2508218100686,2021-01-15T04:18:17Z,2021-01-15T04:05:47Z,0,3,2.0,0.0,0.3888888888888889
26,2,0,0,637.5703737733186,1.091600574574835,0.5218972435962,0.478102756403799,611.986695420485,560.6324416408869,94.47945784083652,8.201361572489411,40.11306623265453,637.5703737733186,2021-01-15T04:19:17Z,2021-01-15T04:06:17Z,0,3,2.0,0.0,0.3888888888888889
27,2,0,0,632.2684440005191,1.4509447877374702,0.5919940730598321,0.408005926940168,652.9613703597938,450.0249602040259,95.29380205596362,8.065860741671301,41.188928960362645,632.2684440005191,2021-01-15T04:20:17Z,2021-01-15T04:06:47Z,0,3,2.0,0.0,0.3888888888888889
28,1,0,0,631.015102741197,2.246700225761921,0.691994970134538,0.308005029865461,620.178591488705,276.0397601679968,95.4466110689299,7.748950859213502,39.48375742689287,631.015102741197,2021-01-15T04:21:17Z,2021-01-15T04:07:17Z,0,3,2.0,0.0,0.3888888888888889
29,0,0,0,623.4746424090633,2.297333533825082,0.6967246444007901,0.303275355599209,491.9223407780036,214.1275237291941,96.52496773037254,7.052624273674757,34.7800375592197,623.4746424090633,2021-01-15T04:22:17Z,2021-01-15T04:07:47Z,0,3,2.0,0.0,0.3888888888888889
30,1,0,0,619.0203248215691,1.5836883370017572,0.6129564136359991,0.387043586364,399.47963856606617,252.2463727442497,97.2051261284872,6.475915352788482,33.8105695644134,619.0203248215691,2021-01-15T04:23:17Z,2021-01-15T04:08:17Z,0,3,2.0,0.0,0.3888888888888889
31,2,0,0,619.477504142727,0.9692440440111152,0.49219092319146,0.507809076808539,370.3215740938909,382.0725815980808,97.12633015823502,6.917372532963756,33.32860802848782,619.477504142727,2021-01-15T04:24:17Z,2021-01-15T04:08:47Z,0,3,2.0,1.0,0.5277777777777778
32,2,0,0,612.4275407787103,1.058850842499501,0.514292157859297,0.485707842140702,381.6103235652646,360.4004532540611,98.52308433373813,6.892635338167095,44.0938814545782,612.4275407787103,2021-01-15T04:25:17Z,2021-01-15T04:09:17Z,0,3,2.0,0.0,0.3888888888888889
33,2,0,0,616.4137527225693,1.496356264315581,0.5994161513344061,0.400583848665593,517.7996218160366,346.04033422005483,98.04946252581236,7.934916104537238,51.04081943921516,616.4137527225693,2021-01-15T04:26:17Z,2021-01-15T04:09:47Z,0,3,2.0,0.0,0.3888888888888889
34,2,2,0,634.4576597741773,1.075596780409467,0.518210854131926,0.481789145868073,590.35151664713,548.8595051599076,95.66989735331484,9.947982360872023,67.57158593216987,634.4576597741773,2021-01-15T04:27:17Z,2021-01-15T04:10:17Z,0,1,2.0,0.0,0.3888888888888889
35,2,5,0,645.9338994974297,1.280257771916726,0.561453089946306,0.438546910053693,944.0260846714168,737.3718835216104,93.96716344846918,10.262888045064624,67.19863001567765,645.9338994974297,2021-01-15T04:28:17Z,2021-01-15T04:10:47Z,0,1,2.0,0.0,0.3888888888888889
36,1,0,0,653.1114563156549,1.3968017472464451,0.58277734019977,0.417222659800229,938.6688844396162,672.0129655407725,92.93690612856876,9.970041636947045,67.24100931016751,653.1114563156549,2021-01-15T04:29:17Z,2021-01-15T04:11:17Z,1,3,2.0,0.0,0.3888888888888889
37,2,0,0,666.9502123879664,1.244721003998078,0.554510338603818,0.445489661396181,385.9680255213556,310.0839660306332,90.5344261931868,10.487493290116024,52.77057402992131,666.9502123879664,2021-01-15T04:30:17Z,2021-01-15T04:11:47Z,3,3,2.0,0.0,0.3888888888888889
38,1,0,0,676.6123391177222,1.470631663830441,0.595245210105657,0.404754789894342,421.3604332481306,286.5166333700754,89.01695130811675,10.149515460495529,42.66715684536861,676.6123391177222,2021-01-15T04:31:17Z,2021-01-15T04:12:17Z,3,3,2.0,0.0,0.3888888888888889
39,1,0,0,665.007883510319,1.4212432297429851,0.586989036162984,0.413010963837015,515.7689710750541,362.8998613898936,90.48726466311288,9.015370455792224,36.00023038196042,665.007883510319,2021-01-15T04:32:17Z,2021-01-15T04:12:47Z,3,3,2.0,0.0,0.3888888888888889
40,0,0,0,665.9888431008964,2.593667793564849,0.721732765117941,0.278267234882058,700.0968621977396,269.92541756301654,90.37283221729189,9.182809152472744,37.36985623210583,665.9888431008964,2021-01-15T04:33:17Z,2021-01-15T04:13:17Z,3,3,2.0,0.0,0.3888888888888889
41,0,0,0,667.9462225651706,3.111472926336353,0.756778162493926,0.243221837506073,904.9925134451707,290.85662477891674,90.13940595873255,9.763939521453958,39.67215979061823,667.9462225651706,2021-01-15T04:34:17Z,2021-01-15T04:13:47Z,3,3,2.0,0.0,0.3888888888888889
42,0,0,0,663.0561544770396,2.456398990550483,0.7106815495740161,0.289318450425983,762.9697734690761,310.60498575522263,90.853702971519,9.36467487723282,42.48395224721416,663.0561544770396,2021-01-15T04:35:17Z,2021-01-15T04:14:17Z,1,3,2.0,0.0,0.3888888888888889
43,0,0,0,652.7047553461235,2.433172911860377,0.7087242543055841,0.291275745694415,818.5365080783816,336.4070445172504,92.3573467965538,9.02844197034372,45.4815311580816,652.7047553461235,2021-01-15T04:36:17Z,2021-01-15T04:14:47Z,1,3,2.0,0.0,0.3888888888888889
44,2,0,0,646.9659377264028,1.214913275210645,0.548515054204595,0.451484945795404,619.9287962202186,510.2658838860194,93.1617676843285,8.248045855815596,44.41673047289531,646.9659377264028,2021-01-15T04:37:17Z,2021-01-15T04:15:17Z,3,3,2.0,0.0,0.3888888888888889
45,2,0,0,647.0871720688897,0.9247075883132072,0.480440558310268,0.519559441689731,453.36270492450905,490.2768298370995,93.13932969972052,8.259574890314399,44.18199396116007,647.0871720688897,2021-01-15T04:38:17Z,2021-01-15T04:15:47Z,1,3,2.0,1.0,0.5277777777777778
46,2,0,0,648.6230621208889,1.162738916660563,0.537623338491509,0.46237666150849,462.57579641599546,397.8329010819842,92.92333873238084,8.13699788806464,44.22040817320127,648.6230621208889,2021-01-15T04:39:17Z,2021-01-15T04:16:17Z,3,3,2.0,0.0,0.3888888888888889
47,1,0,0,659.4275028107236,1.390070451658493,0.5816022915533341,0.418397708446665,470.1380432353344,338.2116659442782,91.4282008901992,8.844545301381237,46.13471237656887,659.4275028107236,2021-01-15T04:40:17Z,2021-01-15T04:16:47Z,3,3,2.0,0.0,0.3888888888888889
48,1,0,0,667.9418245471445,1.619402238919584,0.618233509484795,0.381766490515204,670.0971869161949,413.7929235933769,90.2563808073177,9.281994782806684,46.37658795788373,667.9418245471445,2021-01-15T04:41:17Z,2021-01-15T04:17:17Z,1,3,2.0,0.0,0.3888888888888889
49,1,0,0,658.7716418828223,1.593223196082689,0.6143795098275401,0.38562049017246,993.9815539786912,623.8809204025064,92.181823934197,9.653913418508573,67.59790415268581,658.7716418828223,2021-01-15T04:42:17Z,2021-01-15T04:17:47Z,1,3,2.0,0.0,0.3888888888888889
